"line","ST","ST93","survival","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27"
236,93,"A","s",-5.58485848205708,-1.81967465362453,-0.888267925614466,-0.37704180266459,-0.724376923103033,1.78399356053541,1.44099908566492,0.311684989735223,-0.645281908869219,0.0984222381075779,-0.893995906041459,-0.299884566484902,0.614767307668087,-0.612692051619721,1.31270805373583,0.255564500712085,0.147165159945279,-0.230511380248199,-0.137420736303864,0.167589070958304,-0.161162322621052,0.395976529804011,-0.0588331006493281,-0.15176515569035,-0.209750699381202,0.0238765528400981,0.0414480110433631
243,93,"A","s",-2.09248662789217,-1.28388291375309,-0.248589882340316,-1.64411293535683,-0.00852503823490748,0.149138057020982,-0.0547960967262575,0.769672200444685,0.751056490018357,3.42556907005355,-0.0121518300671437,1.04410100666256,1.136908345353,0.13907251885708,-0.0975927932141254,-0.296861940429789,0.112097040750924,0.063389456653598,0.175956190852374,0.218770655157599,-0.0712095625536882,-0.373248713409033,-0.188077152372033,0.0240501011535207,0.0810801479714042,0.0226376145042482,-0.0247484380457418
247,93,"A","s",-0.169790126650187,-2.42328781343786,-3.11216222157899,-0.0809952118143601,-0.700675458300092,1.51351346700584,-0.381214091147139,0.532608245020922,-1.35681592689897,-1.18951938613436,0.948441588134629,1.70394674475963,0.209333514783469,0.591692537086597,-0.0995979675657375,-0.255897841851093,-0.697191709630943,0.380149838200681,0.148669811391383,0.097324150406019,0.254217670606728,-0.0201734704784154,0.310998583847155,0.00559523322540656,0.137675952346676,-0.00150563177296292,0.012635827850356
250,93,"B","s",1.81634724341304,-2.44663481743254,-3.07934698699617,-1.04064844042312,-0.0962867216177859,-0.885121676207133,-1.16734284949029,-0.0116237603156451,0.405762444472336,0.109611476939383,0.554475876039674,-1.83744841300816,0.264197285002273,0.0379482023359051,-0.69182782987798,-0.208110072915158,-0.249274801060976,-0.476596385720466,0.0710780853648465,0.0498021823484043,-0.0552928804011357,-0.0655413194295953,-0.157608406281141,0.181178457296468,-0.20546600605126,-0.0702477125466345,0.0403616671435709
252,93,"A","d",0.18047131156808,-0.546483453591545,0.0842452038928793,1.70871024607506,0.563645052420038,0.112719044333939,-1.52552968557206,-1.40524502891696,-1.24897969203697,0.328524392864087,-1.33853028469272,0.680715657033454,-0.283629948009148,-0.427271103790615,-1.35065282146176,0.679397811341345,-0.0173987641270893,-0.59216501106707,-0.24445737581616,0.662909817797971,0.128879834412304,0.0276160683837731,0.0131079862261579,-0.0507272114478537,-0.0882701234885331,0.0530487665887614,-0.0143845285343122
255,93,"B","s",-4.36675002953331,-0.696622346227306,0.497933948199073,-0.168082667282794,-1.09453238072711,-0.632661179893648,-0.775370985783012,0.207253583814416,0.330693055003581,-0.098564614585888,0.950693745321748,-0.168096985254946,-1.63456658830696,-0.823144062615572,0.338477123523363,-0.98824629854112,0.650606122704381,-0.608299989380948,0.0744933032882115,0.206043284324932,0.0183654936162249,-0.0332192571186315,0.302228014234612,0.191496455106972,0.0537138463647933,-0.00731982745518371,-0.0172236063816536
262,93,"B","d",-2.48719399811738,-1.34538575283015,0.699707548373069,2.99136325224421,0.999806211609997,0.166777998235774,0.114588446011756,1.57873382381505,0.633859172299913,0.204750369647089,0.761533177435456,-0.595219749196848,-0.187376077611454,-0.258590561146043,0.43082965179227,0.885244432911121,-0.126294572439174,0.222718424198675,0.4687331634796,0.11455228569731,0.413255011067191,0.0862284855029477,-0.0414196501151495,0.0524113721945549,-0.0329220163981445,-0.0306083802960092,-0.0675651724036855
291,93,"A","d",-7.00300296790628,-0.889773392933437,0.586395859960726,-0.00750958518995451,2.57262088393875,-1.82753046909043,0.617427595535328,-2.63316159629683,1.05147107923137,-1.19855155193045,0.309200854239482,0.286784771621484,0.643188045233194,1.03390890343528,0.181825345437235,-0.00676741683898079,0.116843068170852,0.250406581380435,-0.195804109313143,0.0943337198892492,0.0210588776799588,-0.114019463630236,0.00427645308819215,0.108790516357602,0.0121906496776376,0.00656627500006033,0.011777703779916
292,93,"B","s",-3.37554408205787,0.752444235568544,0.482194456709468,-0.911203785194939,-0.681465201956064,-0.519816652653385,-0.912089679742883,1.28371392923343,-0.251354832479159,-1.32973866810918,-0.391499639344617,0.534148350759257,-1.08606470174584,-0.0519208684346076,-0.0600229357234038,-0.454954282473569,-0.137793541999696,0.292772413729316,-0.321289094375832,0.170553113940301,-0.278659382283975,-0.334529914491719,-0.327812007154921,-0.351549657337872,-0.0328740992415773,0.0113700071807297,-0.00991538548409557
300,93,"B","s",-2.95927490953176,-0.395622694205327,0.0208497799543185,2.24870040017948,-2.11761988412591,-1.70405425143314,0.925523166655666,-0.736183728854112,0.0265240753131815,1.20576482810522,-1.0953989844,-0.772233447995295,-0.535447308814218,0.311739549446861,-0.715730358172864,-0.33252989048184,-0.568807645500748,0.422854629795042,0.55395805288626,-0.402812215440438,-0.191429894366305,0.132682490102321,0.148689044135347,-0.211039915714258,0.0855425441979958,-0.0188072061772984,0.0170445902713097
326,93,"B","d",1.42266992683862,-0.227200367939107,0.605770632648957,0.148329554978018,-0.0627049182268013,0.527164566882006,-1.11813544835494,0.0771725721435803,-0.0147802413094102,-0.81038991484598,-0.495431139058015,1.03232120738434,0.594375543763864,-0.39644964211856,-0.33585907878275,0.461138736515894,0.891047687788401,0.512108781047551,0.602063235037241,-0.101160424357719,-0.71843185155516,0.0669961500155979,0.154944322747095,0.164134811304362,-0.0439134113382567,-0.0803990503240648,-0.000764807522087782
360,93,"B","d",4.47008149417909,-0.406418353821989,1.95762364986836,0.12108975164306,-2.09940098957948,-0.153867321084313,0.581237729767397,-0.769927961365699,-0.21405736600582,-0.848669323726385,-0.147485331263327,-0.731899488348185,1.3716221826819,0.195685800306897,0.149258950044775,-1.02419618120414,0.156546863225882,0.014330247862524,0.0727443598287274,0.606259605953935,0.0875289273708074,0.305173355804345,-0.102589006372501,0.0245578292604966,0.181950382672444,0.0230184903990886,-0.0344952731164973
362,93,"D","s",-0.491480171632557,0.494967429483391,1.18360977052775,-0.16886951105942,-1.5281768604353,1.53501962094471,0.549103636176995,0.658334311492953,-0.149189820712486,0.218473365665608,-0.204305374741561,-1.52510302956208,-0.454383169710398,0.519491432341234,-0.301442153427321,0.804056369939938,0.295391885472855,0.676295918747951,-0.571702543251313,0.246377120823235,0.0587338495976673,-0.338884125114539,0.147456179651091,0.276306280875844,0.141312474577584,0.0394983377847764,0.0473630631909243
377,93,"A","s",-0.0189400416998644,-0.742988615221198,1.42027365971874,-1.4247873148705,-0.535141498530744,2.58742655463698,1.0566104534834,-0.100611901524232,0.906593178093401,-0.13724624695296,-0.518198818048543,0.410804314608693,-0.578321536255143,1.40687315047202,-0.900822989838407,-0.236464455599771,0.278523200053077,-0.397290932111764,-0.179304225276455,-0.568513592003279,0.236452169350209,0.176770223517975,0.00257354012342781,-0.00751031282106845,-0.188747753439808,-0.0317394019351561,-0.0410313960155622
379,93,"B","d",0.0272434515579637,-0.595617908736877,1.67105326926205,0.175839264467233,-0.2399725007734,-0.533198163835542,-1.93129302326489,0.342364532922029,-0.537115855516833,0.00152694353013832,0.0775123108877312,0.0699593805120225,0.358044206182055,0.234934493453176,0.334504013439633,0.393398694696407,0.247617744902618,-0.20748149037589,-0.398190198838293,-0.239880304835814,0.335053857267758,0.106444660817162,-0.294635076744451,-0.201497760114075,0.249250833475732,-0.134857716257855,0.0342842172124769
382,93,"B","s",2.34621139217206,-0.403152343567244,-1.58363415588233,-2.18690532756885,1.61196863599489,0.513097988105051,-0.434322912246415,-0.425982285770923,0.648297426971932,-0.67177441568802,-0.781017786718702,-1.48627852647496,-0.188183815838456,-0.591111063941568,0.0828859871901161,-0.0298058673142433,-0.116678426299255,0.817188699158037,-0.00277401280417091,0.119821052108478,0.060261958685923,-0.0500849802000226,0.0503878394121356,-0.209715000119765,-0.0294944871064654,-0.0106221841404381,-0.0605512901060364
389,93,"B","d",2.75820197971862,-0.420557476801088,0.691783303043032,0.731197020826993,-0.516117270545913,-1.81546662760831,-1.11172395928971,1.49421426915407,-0.260586066417468,-0.674696299965535,0.0461995435707224,-0.459839481632564,0.831447571189438,1.28927839209936,0.653748148053302,0.316639274675439,0.104263730018224,-0.511862023865816,0.0725569216371225,-0.264647138305146,-0.167932510686587,-0.258476004959555,0.249141706198269,-0.134230044412241,-0.174258436023364,0.0958377195932941,-0.013500452313837
395,93,"B","d",-0.0575368465930086,-0.1452810034007,0.413178523464154,-0.646694582831147,2.15143949605239,0.627928351503807,-1.25851318294201,-0.689329526932978,-2.40583760289216,0.764262268003468,0.437374383415327,-0.716607252764608,-0.157918878420602,-0.341817059694358,0.00566925732990194,-0.405218912873823,0.435226791552019,0.215252116954168,0.27060150142265,-0.7224519131241,0.125143406656838,0.139816075822566,-0.0654893833290498,0.00563196377391194,0.0964384293241691,0.102529258466251,0.00906269075665273
438,93,"A","d",2.89147971319084,-1.3655095459619,-1.66317245284596,1.24248563749739,-0.852984025143027,-1.42334219300844,2.26925132545844,-0.539064048778752,-0.72497125298054,0.110725669119431,0.633027408214763,0.5131213914744,0.202653083736522,-1.00605968612887,-0.0532869438344811,0.187081424190994,0.262422439608591,0.0396580941994783,-1.04227150931627,-0.508385942758446,-0.147792284091628,-0.143711012023107,-0.0294736730723025,0.0360000669296117,0.00671748455632509,-0.012468699072497,-0.042677309961644
450,93,"A","d",-3.02581802629889,4.3233591989428,1.2487785152341,-0.970217352514946,0.558499827805289,0.551912409987283,0.523479551208416,0.265968050728707,-0.512608292356086,0.137526466314378,1.18472348327043,-0.511704793956875,1.32627465246615,-0.736141883793651,-0.707230768223143,0.000871980275572504,-0.388278249310873,-0.333148431982385,-0.127950507976425,0.0162768985610158,0.00349849438411648,-0.0663883951509431,0.413265769844207,-0.19584294472007,-0.0460287035117604,-0.0544017850271471,-0.00116232714884601
462,93,"A","s",-1.37205269091523,1.16967602907376,0.0196306976593995,-2.50098924460581,-0.675767429805343,-0.72537549705531,-0.343185148546265,0.0261549237037982,0.257024464974213,-0.578618068434088,-1.08619617141673,0.215794648757678,-0.123693063843933,-0.364251635490101,0.398333261723567,0.774311243520082,-0.9448825341929,-0.552069943663597,0.0958478162393075,-0.32397528061551,-0.159067163943514,0.160489716172866,-0.0715154950300729,0.343556944549305,0.232500073492442,0.0269528998764029,-0.0313277735438676
466,93,"A","d",2.80992828337089,-1.43435821694906,2.21099053179546,0.834634854952,0.431786785360625,1.42559481754014,-0.41576223451053,-0.36793249617037,2.06770841116448,-0.0684327343636994,1.94510065373156,0.226840001224065,-0.314904395551611,-0.537313848863116,-0.316459722555508,0.132212398025577,-0.613421129526596,0.00389064563944585,-0.117483837691408,-0.0486617034903867,-0.414855904358595,0.186017247449973,-0.167366926162856,-0.101223073358943,0.0234446300709656,0.0728793544761908,0.0313060056260596
468,93,"A","s",0.226016388050599,3.67300277718244,-4.29031212205717,2.12992771106065,0.485902685681645,1.6178930195103,0.238948397652179,-0.220235183272127,1.1931843805224,-0.241828971432355,-0.0215157324654754,-0.28544844908407,-0.0327607329079526,0.555232152829523,0.139531205656601,-0.0295418198246293,0.520281618600804,-0.520388135830035,0.146022380475333,-0.0095410227685333,-0.148560159818987,-0.0359243753035849,-0.16352135684966,-0.0996339012398932,0.239287489653714,0.019787057929331,-0.00112266002862055
495,93,"C","s",1.18466900905572,1.07398746175945,-0.221345201871791,-1.60025975326828,-0.933500556376779,-1.67865455399902,2.03337416718561,0.442900802754748,0.210219032284827,-1.00139450839118,0.527342758513719,0.660951385710192,-0.0875020150276639,-0.612546916794064,-0.686445979711511,0.508436379146997,0.485569468491997,0.0483137602588333,0.777857320729992,0.0216339327935968,0.480758472840055,-0.034215070813242,-0.257577461252786,-0.0488657431119391,-0.0702595054476688,0.0478638999782244,0.0380299942585759
534,93,"A","s",3.05171239978225,1.3435559410103,-0.858827648807434,-0.367303259541964,-0.196581712195714,-1.18271638278557,-1.46214353961973,-0.0352053223368186,2.20155066988883,0.923256495180968,-0.75278481041845,0.924256223773622,-0.129965975862224,-0.347520108972999,0.526545884650133,-0.0778975121212441,0.162706134656768,0.375993356884392,-0.42930159918109,-0.0644510741144809,0.392261908685994,0.301702856292186,0.352233910286811,-0.0585841580982823,-0.0708110111854753,0.0237090288630835,0.0330296176969111
535,93,"B","s",0.369397276622631,3.69532744722531,-0.553263759458354,0.0455006922676275,-0.863802048048084,-0.634761486336474,-0.540845970766218,-0.532008862605205,-1.34039046480365,0.977392470189428,1.22171228186871,0.326273732172376,-0.588121176850942,0.93641099969911,0.445134236944289,0.0312056065975685,-0.229055988685185,0.516031793130614,-0.12298219727183,0.247573351107381,-0.119322453449977,0.321561423111084,-0.248572105902464,0.191948566263569,-0.261829951328154,-0.0202228645923562,-0.0191636716510039
538,93,"B","d",1.66538670441008,0.467508383257571,0.584618465464698,1.05680425568935,3.40678849025539,-0.800151303416266,1.48881491661292,2.72822650753878,-0.313911229525569,-0.175207234166187,-1.06486251327085,0.243886766672762,-0.106241454490248,0.0919211169615128,-0.417894661765316,-0.852586062957829,-0.216805967200249,-0.000395237629499678,-0.246185637106508,0.126424892106382,-0.091995621283699,0.198705166052509,-0.0373508008550497,0.211760862172251,0.0228626578188471,-0.0122781607357023,0.0281190630297407
546,93,"A","d",2.06861942174067,1.25154624152769,1.25393058122993,1.88095624852498,-0.340655887798889,1.55529062610957,-0.227242963696912,-1.18976674008856,0.0681457329965854,-0.394058621948683,-0.916588876033172,0.353319461996646,0.243435063766694,-0.744051459843487,0.825773483742678,-0.63963589670056,-0.474744997304808,-0.0157015043575248,0.270187173445288,-0.264666304585553,0.267792964644561,-0.574622513162701,-0.130450430574123,0.183963152072342,-0.185848654948577,-0.0269483203062539,0.020142295865354
547,93,"A","s",5.71629300521441,-0.656923474596301,0.866353960446819,-1.21991811621855,1.48582923640535,-0.150752323944798,1.82015330028623,-1.06272429927318,-0.776209060431074,0.912884506954635,0.12262513333681,0.162539138640316,-1.30716596257983,0.506692703922773,0.90964240089061,0.409155599578769,-0.0856806286641767,-0.405444291607543,0.336348268444425,0.352901782425291,-0.157550905452034,-0.16314183356399,0.192988682923401,-0.179197734349612,0.0765072626895121,-0.0571483228409834,0.0150293445322756
